677	669	0.41
675	672	0.51
672	669	0.74
684	675	1.33
662	675	2.12
590	601	0.78
549	542	0.28
542	532	0.47
554	542	0.73
472	456	0.6
437	456	0.94
437	456	1.62
428	398	1.79
354	360	2.23
349	354	1.36
325	354	1.6
345	357	0.66
328	345	0.61
357	355	0.48
361	335	0.89
355	361	1.39
335	326	0.46
351	330	1.1
358	362	0.24
351	358	0.7
387	358	1.32
362	367	0.76
474	461	0.67
474	497	1.77
440	474	1.7
520	509	0.43
509	497	0.73
541	520	0.65
520	548	1.29
660	667	0.35
676	667	0.75
667	678	0.84
660	655	1
680	676	0.58
686	680	1.24
694	679	1.35
679	695	1.39
679	673	0.63
674	683	1.67
687	674	1.05
674	662	0.47
486	472	1.06
454	472	1.12
472	473	0.39
349	282	3.04
322	328	0.5
314	322	0.31
333	321	0.74
321	310	0.45
326	323	0.11
323	317	0.26
323	330	1.48
288	302	1.27
302	296	0.21
302	292	2.39
216	235	1.76
367	379	0.69
367	356	0.58
379	366	0.61
366	347	0.79
366	371	0.91
379	382	0.11
388	402	0.79
388	371	0.65
382	388	0.29
402	421	0.93
461	431	1.02
497	502	0.63
536	524	0.48
524	506	0.94
522	524	0.17
536	522	0.44
560	564	0.38
633	604	2.79
633	639	0.87
631	633	0.57
691	696	1.95
710	696	1.93
696	690	0.43
683	691	0.94
691	684	0.93
699	691	1.03
703	692	1
681	692	1.74
705	692	1.75
692	687	0.33
477	491	1.24
491	478	0.58
478	486	0.51
454	437	0.58
435	454	1.29
478	454	0.94
427	437	0.61
325	309	1.62
309	312	0.21
306	314	0.43
312	306	0.84
306	298	0.66
310	300	0.51
300	295	0.34
299	300	0.93
317	304	0.54
319	301	1.23
311	319	0.79
339	342	0.17
342	343	0.39
342	331	0.65
356	343	0.69
343	344	0.15
343	331	0.47
332	315	1.06
332	337	0.98
344	332	0.47
331	332	0.21
347	337	0.39
347	353	1.42
344	347	0.78
371	386	1.12
371	353	0.97
431	401	1.23
484	460	0.84
502	484	0.93
506	489	1.09
502	506	0.55
639	654	1.03
693	701	1.4
695	702	1.16
714	706	1.04
706	695	1.43
698	699	1.26
477	465	0.74
467	477	1.22
505	477	1.58
465	435	1.1
465	478	1.2
285	289	0.39
289	295	0.79
289	237	5.28
295	304	1.3
315	318	0.98
337	318	0.9
318	307	0.65
460	479	1.03
441	460	0.53
460	417	1.2
654	582	4.39
685	700	1.37
697	704	1.54
708	705	0.42
715	703	1.15
703	705	0.54
581	574	2.16
650	574	3.59
513	505	0.72
281	266	1.08
274	281	0.58
266	271	0.41
287	272	0.91
304	287	0.89
301	294	0.6
294	307	1.03
294	288	0.32
280	294	1.05
307	324	1
324	352	1.63
324	313	0.36
359	352	0.5
359	373	0.68
353	359	0.97
352	338	1.08
375	365	0.46
582	567	0.83
704	700	0.76
714	713	0.97
721	708	2.45
592	581	2.79
613	581	1.67
581	507	3.16
265	255	2.45
265	255	1.54
265	274	1.14
253	266	0.95
266	251	0.99
258	262	0.5
251	258	0.61
262	267	0.49
267	250	0.96
272	280	0.59
272	261	0.71
288	283	0.16
283	296	1.38
283	275	0.48
296	276	1.58
296	297	0.71
567	584	1.25
582	593	0.58
721	718	3.72
711	715	1.51
715	721	1.52
715	721	1.53
255	253	0.74
251	239	1.15
248	250	0.49
250	240	1.01
261	270	2.11
261	247	0.84
275	270	0.39
270	254	0.74
276	277	0.71
277	278	0.16
278	279	0.96
292	308	1.3
292	290	0.35
338	350	0.74
338	316	1.5
350	363	0.85
350	341	0.85
587	514	4.8
226	239	1.84
235	240	0.49
240	237	0.34
247	254	1.36
247	244	0.38
254	245	0.59
290	305	1.29
290	273	1.5
341	348	0.59
245	246	0.71
246	249	0.42
277	260	1.69
260	249	0.59
260	264	1.15
316	303	0.79
316	320	0.22
320	327	0.55
320	327	0.42
722	723	2.04
719	722	0.96
587	592	0.55
665	592	4.25
216	196	1.57
244	224	1.17
269	256	0.72
256	257	0.15
273	269	0.42
586	587	1.3
181	204	1.61
204	193	0.9
204	208	0.9
198	205	0.86
198	168	1.23
230	232	0.24
246	230	1.21
228	230	0.69
303	268	2.41
181	193	0.74
181	150	1.6
193	203	0.87
205	210	0.87
210	212	0.12
238	241	0.54
138	151	1.2
160	135	0.67
160	165	0.59
176	160	0.72
146	152	0.74
135	146	0.46
152	144	1.07
152	167	0.64
168	140	0.78
168	177	1.04
186	147	1.17
177	186	0.82
186	188	0.97
214	217	0.39
223	225	0.35
107	114	0.66
107	84	1.53
101	107	0.69
114	98	1.05
120	135	1.05
127	137	0.68
103	97	0.47
137	116	0.98
144	137	0.25
116	95	1.42
150	168	0.85
140	132	0.18
177	143	1.62
143	147	0.88
147	155	0.81
211	229	1.3
229	222	0.47
236	229	0.85
222	219	0.37
73	78	0.85
98	78	1.01
78	74	0.41
74	77	0.33
69	74	0.58
74	60	0.57
77	55	1.25
110	89	0.69
89	81	0.47
110	115	1.05
115	119	0.69
115	99	1.08
119	102	0.74
102	87	0.52
102	108	0.81
119	126	0.64
153	183	0.92
153	124	0.85
153	148	1.01
183	175	0.56
183	199	0.96
175	169	0.47
169	189	0.75
199	195	0.43
199	219	0.9
195	189	0.64
189	207	0.86
189	184	0.6
219	209	0.56
209	207	0.32
207	197	0.49
207	231	1.17
184	197	1.06
197	194	0.37
197	213	0.94
231	201	2.17
268	243	3.22
31	39	1.17
42	45	0.75
45	39	0.76
54	45	0.39
39	43	1.23
39	18	1.19
54	55	0.51
60	54	0.3
55	53	0.98
81	56	0.99
56	59	0.59
56	40	0.7
81	85	1.04
67	72	0.83
72	52	1.22
85	87	0.99
67	87	1.14
87	96	0.8
94	66	1.25
104	105	0.99
105	91	0.64
65	91	1.43
65	91	1.43
91	90	0.54
91	90	0.54
124	105	0.75
105	109	0.81
124	128	0.64
109	125	0.9
109	92	0.87
128	125	0.59
125	121	0.6
106	121	0.92
121	112	0.5
121	134	0.68
142	172	1.15
142	130	0.73
134	142	0.24
184	172	0.76
172	194	1.1
172	159	1.04
194	206	0.68
194	182	0.99
201	215	1.49
201	185	1.04
40	33	0.36
33	19	0.8
40	46	1.38
46	48	0.22
52	57	1.24
65	64	0.27
34	65	1.73
64	63	0.3
61	41	1.75
62	61	0.22
76	79	0.43
90	76	1
79	75	0.62
79	88	0.77
75	86	0.71
90	88	0.37
88	92	0.37
92	86	0.75
92	106	0.77
86	100	0.64
86	80	1.87
106	100	0.75
100	112	0.57
112	111	0.33
111	117	0.59
117	130	0.59
130	139	0.69
166	179	1.22
166	156	0.32
174	166	0.53
179	170	0.46
13	5	1.36
4	9	0.92
9	12	0.42
5	4	0.42
4	2	0.68
19	10	0.42
19	26	1.62
34	36	1.14
44	34	0.97
28	34	0.5
36	35	0.29
35	32	0.29
35	63	1.88
123	141	2.06
136	123	0.41
136	154	1.76
156	136	0.49
156	170	1.36
170	154	0.92
154	141	0.6
97	83	0.68
83	71	0.71
77	83	0.47
576	594	0.7
594	600	0.35
225	241	0.83
241	236	1.33
404	433	2.27
391	384	0.78
399	391	1.02
442	439	0.29
297	277	1.56
273	286	1.24
389	410	2.05
10	17	1.62
10	1	1.09
26	17	0.45
6	17	1.44
8	14	1.63
3	8	0.59
3	0	0.65
14	7	1.67
14	27	1.16
7	21	1.7
25	21	0.52
27	25	0.85
22	32	1.33
32	50	1.23
62	50	0.88
50	37	1.21
134	117	1.02
139	159	0.75
139	145	0.66
159	145	0.6
159	182	1.42
145	133	0.88
182	171	0.6
171	162	0.67
99	85	0.73
225	191	1.34
196	202	0.47
122	131	0.56
164	131	1.56
131	138	0.41
43	47	0.67
18	13	0.26
11	18	1.56
13	15	1.23
15	5	1.35
82	89	1.41
535	527	0.28
535	540	0.3
365	381	0.86
481	418	2.01
48	26	1.22
67	48	0.78
48	52	0.43
28	44	0.69
468	447	0.7
289	299	0.82
129	161	0.83
44	57	0.52
178	138	2.22
71	47	1.04
71	47	1.04
47	51	0.83
47	30	1.14
514	505	1.42
504	514	0.83
688	697	2.12
249	252	1.43
557	569	0.55
569	553	0.67
241	259	1.05
257	259	0.71
259	303	2.19
259	242	2.17
525	554	0.86
507	483	1.81
507	525	0.54
464	385	2.38
51	56	0.91
242	231	1.37
394	303	3.22
631	603	1.21
651	631	0.75
693	688	0.33
690	694	0.93
683	684	0.61
687	683	1.35
653	661	0.48
590	653	2.12
554	590	1
244	245	0.67
237	244	1.94
479	403	2.17
695	693	1.8
684	690	0.97
661	687	2.1
285	267	1.3
252	256	0.78
385	349	1.52
522	502	0.83
522	502	0.83
509	522	1.11
161	191	1.09
94	104	0.4
30	24	0.52
58	60	0.96
282	284	1.08
678	656	1.2
682	678	0.5
473	464	0.34
63	62	0.22
61	68	0.19
76	68	0.85
68	75	0.44
1	3	1.22
212	214	1.17
212	214	1.17
298	299	0.87
282	274	0.72
28	8	1.55
2	1	1.16
395	398	0.56
530	504	3.21
165	167	1.12
165	167	1.12
113	133	0.85
233	234	0.27
233	234	0.27
217	220	0.35
217	220	0.35
234	220	1.26
603	591	0.41
564	479	2.75
271	285	0.84
284	285	0.39
281	284	0.65
574	525	2.01
385	395	0.58
456	464	0.25
268	291	2.17
242	268	2.2
263	268	2.24
578	569	0.62
598	578	0.81
578	597	0.74
224	228	0.72
516	503	1.11
499	490	1.04
503	510	0.61
496	508	1
496	463	1.44
508	499	0.85
508	499	0.85
475	490	1.34
503	488	1.17
494	476	0.92
490	471	0.77
510	534	1.28
562	543	0.66
562	543	0.66
543	534	0.38
602	616	0.65
628	647	1.33
555	546	0.29
555	546	0.29
589	580	0.41
577	568	0.49
577	568	0.49
568	555	0.51
568	555	0.51
528	496	1.37
463	475	1.16
458	425	1.34
488	455	1.76
498	470	1.34
517	498	1.07
534	558	1.02
492	480	0.71
492	480	0.71
500	492	0.71
500	519	1.36
519	493	1.73
480	493	0.83
469	448	0.87
469	448	0.87
480	469	0.62
480	469	0.62
434	452	0.67
420	434	1.18
452	485	1.42
558	512	1.72
517	558	1.33
663	645	1.47
601	612	0.76
380	392	0.43
370	380	0.35
617	629	0.72
629	611	0.99
634	629	0.63
630	617	0.91
630	636	0.72
638	630	1.02
658	648	0.53
648	643	0.52
648	643	0.52
645	638	0.64
645	658	0.61
658	671	1.11
487	500	1.27
501	526	1.54
501	487	0.95
459	480	1.12
482	459	1.02
459	419	1.79
653	622	2.8
340	333	0.61
345	340	0.53
369	368	0.68
370	369	0.29
495	474	1.07
452	423	1.28
575	583	0.7
552	561	0.7
624	626	0.46
676	682	1.06
680	688	1.25
706	702	1.42
661	649	0.98
464	487	1.47
483	501	1.43
312	336	1.48
314	310	2.05
322	321	1.86
310	317	1.6
321	326	1.43
333	335	1.02
335	346	0.56
346	351	0.58
304	311	1.01
362	339	1.16
421	431	0.41
421	431	0.41
446	461	1.01
561	571	0.8
583	595	1.21
541	548	0.48
655	656	1
708	718	3.03
718	710	2.1
271	258	1.5
287	293	1.08
293	301	1.38
353	324	1.06
386	359	1.21
386	401	1.44
402	386	0.85
431	441	0.6
560	536	0.91
595	603	0.58
570	591	1.88
571	579	1.13
548	560	0.59
602	599	0.64
599	588	0.58
178	196	2.04
202	176	1.19
363	348	0.92
173	151	1.16
173	151	1.16
173	180	0.46
173	180	0.46
196	180	1.42
151	160	0.45
180	160	1.32
249	232	1.19
12	2	1.09
16	19	0.61
12	16	0.95
20	12	0.44
20	12	0.44
24	20	0.38
24	20	0.38
24	29	0.79
29	33	0.56
103	116	1.4
83	95	0.94
167	181	0.74
137	150	0.67
116	140	1.88
95	110	0.98
143	115	1.47
132	110	0.96
224	218	0.28
218	208	0.32
208	203	0.22
203	198	0.21
230	227	0.21
227	210	0.7
228	221	0.45
228	221	0.45
221	205	1.01
218	221	1.14
221	227	1.11
97	77	1.2
210	200	0.47
200	186	0.74
205	177	1.77
212	200	0.54
214	188	1.73
192	191	0.82
220	223	1.2
234	238	0.99
188	192	1.05
248	235	1.32
239	216	1.42
132	143	0.89
89	99	1.05
147	119	0.95
330	311	1.16
311	293	1.31
293	280	1.07
187	183	0.44
161	157	0.4
157	153	0.92
211	199	1.03
157	187	1.65
455	470	0.71
389	362	1.43
190	179	0.83
215	190	1.75
278	260	0.96
275	276	0.85
348	327	1.34
341	329	0.73
352	365	0.67
441	401	1.39
484	441	1.24
497	484	0.73
573	567	0.96
573	582	0.75
485	495	0.78
455	434	0.88
434	413	0.94
488	517	1.47
580	572	0.68
637	652	0.82
629	637	0.84
611	620	0.63
652	660	1.05
664	680	1.4
659	676	1.41
713	709	1.37
678	685	0.69
707	716	0.94
700	707	0.75
264	269	2.27
254	276	2.39
443	411	1.23
410	388	1.12
413	410	0.23
410	382	1.43
440	446	0.78
443	444	0.71
444	455	1.27
422	409	0.83
429	422	0.42
422	425	0.27
444	416	1.01
416	420	0.28
411	416	0.58
419	426	0.47
406	419	1.06
419	404	0.94
336	360	1.21
336	328	0.83
651	670	2.49
702	709	1.09
720	714	1.71
689	703	2.35
262	248	1.23
307	302	0.53
373	375	0.82
373	401	1.09
564	604	1.72
701	712	1.66
709	717	1.1
239	248	1.28
257	238	1.69
252	234	1.71
363	374	0.61
374	394	1.01
381	363	1.04
654	668	1.6
712	719	2.03
176	165	1.34
232	233	1.26
269	286	3.39
286	316	2.06
723	716	2.6
167	144	0.93
146	127	1.35
233	217	1.27
232	212	1.08
238	223	1.08
229	242	1.37
188	155	1.71
191	187	1.06
222	209	2.9
195	209	1.09
175	195	1.04
155	126	1.24
98	103	0.95
71	82	1.44
99	102	1
126	129	1.3
128	148	0.88
175	148	0.96
163	184	0.98
158	134	1.05
243	215	1.68
174	190	1.23
145	171	1.52
133	162	0.79
94	91	1.27
66	65	1.29
59	67	0.62
59	46	1.33
30	38	0.67
38	29	0.61
18	23	0.88
23	24	1.42
20	16	1.4
36	64	1.86
75	70	1.84
100	93	1.92
130	113	1.07
334	339	0.23
334	319	1.02
330	334	0.88
358	334	1.06
216	202	0.76
671	673	0.42
673	664	0.74
673	657	1.12
118	127	0.35
118	103	0.79
114	118	0.57
135	118	0.84
169	149	0.57
125	149	0.77
149	158	0.55
148	149	0.54
169	163	0.6
158	163	0.15
163	142	0.66
669	666	0.2
588	610	1.33
588	558	1.49
8	37	2.18
37	41	0.46
41	70	1.2
80	93	0.72
70	80	0.63
93	113	0.88
111	113	1.96
447	432	0.61
537	508	2.04
537	508	2.04
453	488	1.49
453	443	0.3
476	453	0.79
666	645	1.26
381	403	1.14
403	418	0.9
662	640	1.05
640	628	0.78
640	621	1.1
546	535	0.32
546	540	0.34
505	491	1.67
491	486	0.66
520	536	1.48
687	698	1.89
329	327	0.4
417	381	1.38
488	498	1.1
439	449	0.33
449	453	0.23
451	453	0.18
451	449	0.11
401	405	0.17
405	417	1.17
162	185	0.89
25	49	2.82
185	174	0.42
694	695	0.52
129	104	0.8
569	576	0.44
403	394	0.54
591	579	0.23
688	682	0.39
376	385	0.27
483	473	0.27
579	564	0.56
564	573	1.67
57	66	0.23
354	336	1.9
464	457	0.29
457	466	0.37
457	428	1.34
656	651	0.16
95	82	1.14
